insurer_id,vehicle_type,min_idv,avg_idv,max_idv,risk_factor,tenure,addons
18,2,224032,375073.5,526115,5,2,0100
5,1,167556,345040.5,522525,2,2,1010
13,2,156880,363305.0,569730,5,1,1111
4,2,224931,407492.0,590053,2,1,1010
1,2,172240,484325.5,796411,2,2,0000
19,1,243289,478862.5,714436,5,3,1101
5,2,193481,480135.0,766789,5,1,0010
17,1,219013,444113.5,669214,5,2,1011
2,2,154230,436293.5,718357,4,3,1100
11,1,294588,451605.0,608622,5,3,0101
12,1,283643,460376.0,637109,2,3,0010
20,1,243839,553960.0,864081,1,1,1111
18,1,169061,386676.5,604292,5,3,1111
8,2,246631,472163.0,697695,2,3,1001
9,1,249860,420096.0,590332,1,2,1110
16,2,193844,453822.0,713800,2,2,1010
18,2,240418,590075.5,939733,5,2,1000
8,2,157109,538107.0,919105,5,2,1001
5,2,151301,415240.0,679179,4,1,0111
19,1,178742,432582.5,686423,2,2,1010
13,2,224126,464392.5,704659,3,2,0111
12,1,156834,362776.5,568719,2,1,1110
11,2,166969,341047.5,515126,3,3,0011
3,2,247592,446350.0,645108,2,2,0010
15,1,275347,617676.0,960005,5,1,0110
12,1,189346,556771.0,924196,2,1,1011
20,1,235373,380901.5,526430,5,1,0101
19,2,237349,594486.5,951624,2,2,0100
11,1,255916,550900.0,845884,2,2,0111
5,2,215626,400829.5,586033,5,2,1011
17,2,159775,418348.0,676921,1,1,0101
15,2,155746,442623.0,729500,5,2,0101
6,1,208981,562585.0,916189,2,1,0001
7,2,168368,378064.5,587761,4,2,0111
2,1,268324,565231.5,862139,4,3,1110
4,1,276357,575232.5,874108,3,2,1101
9,2,182424,377523.5,572623,1,1,0001
5,2,153838,377819.5,601801,3,2,1001
2,2,166974,434771.5,702569,2,3,1111
15,2,236473,586568.0,936663,4,2,0111
15,1,192140,439265.0,686390,4,2,0100
15,1,233129,477313.0,721497,4,2,1010
15,2,190067,522998.0,855929,4,1,1011
18,2,212747,366334.5,519922,4,2,1010
14,2,151701,385357.5,619014,5,2,0011
5,1,259654,442766.0,625878,4,2,0000
4,1,215413,380742.0,546071,4,2,0010
3,1,150667,568911.0,987155,5,2,1111
9,1,160231,379347.5,598464,2,1,0010
2,1,175855,390702.0,605549,4,3,1001
4,2,166536,381842.0,597148,2,3,0110
19,1,200499,362701.5,524904,1,1,1011
7,1,275139,499769.0,724399,1,3,1011
20,1,208837,528118.5,847400,2,3,0000
5,1,187774,417514.0,647254,2,2,1010
15,2,211133,424290.0,637447,1,3,0101
15,2,233550,423521.5,613493,2,1,0111
10,2,248152,583462.5,918773,3,3,1001
7,1,275067,448577.5,622088,5,1,0010
19,1,287727,605663.0,923599,3,2,1101
2,2,165719,397947.0,630175,3,3,1101
6,1,251113,520619.0,790125,1,3,1011
3,1,271376,545420.5,819465,5,1,1101
8,2,211526,403233.5,594941,2,3,1101
9,1,297928,643383.5,988839,1,3,1000
4,1,188317,380006.5,571696,5,1,1000
10,2,251718,609392.5,967067,3,1,0110
10,1,208554,594622.0,980690,3,1,1101
8,2,194347,546609.5,898872,5,2,0111
18,1,152530,420519.0,688508,2,2,0111
4,1,197305,427601.5,657898,1,3,0101
1,1,289534,567746.5,845959,5,1,1010
5,1,257877,498540.5,739204,4,3,0111
1,2,183264,416045.5,648827,4,1,1011
18,1,199633,583242.0,966851,1,2,1001
4,1,217391,577689.0,937987,3,2,1011
8,1,274423,506920.5,739418,4,1,0010
13,2,239538,382934.5,526331,3,1,1010
9,1,251831,451313.0,650795,4,3,1001
15,1,151545,517276.0,883007,2,3,1001
12,2,269265,623993.5,978722,2,3,1000
3,2,252480,477635.0,702790,5,2,1100
16,2,281515,536377.0,791239,5,2,1100
10,1,228456,494072.0,759688,4,2,1010
11,2,218170,411040.5,603911,1,3,1001
7,2,218292,530985.0,843678,1,1,0001
5,2,266150,439084.5,612019,2,1,0000
12,2,288433,420426.5,552420,3,1,1000
6,2,283216,407593.0,531970,4,2,0100
2,2,230856,569652.5,908449,4,3,0001
1,2,294471,644995.5,995520,5,2,0011
2,2,187765,432345.0,676925,1,2,1010
15,2,295356,447604.5,599853,2,3,1001
1,2,180452,386738.5,593025,4,2,1001
10,2,160033,538932.5,917832,1,1,0110
4,1,252717,444554.0,636391,1,1,1000
19,1,266585,483629.0,700673,2,2,0010
15,1,237124,497358.0,757592,5,3,1011
19,2,163154,487904.0,812654,2,2,1111
16,1,278393,416524.5,554656,3,1,0100
5,2,250061,598961.5,947862,1,2,1010
5,2,292720,512089.0,731458,1,1,1000
17,1,260349,589603.5,918858,1,3,0100
20,2,267721,492312.0,716903,1,3,1111
11,2,240111,416269.0,592427,5,1,0110
3,2,284194,492727.0,701260,1,3,1111
10,1,233360,571382.0,909404,1,3,1001
10,1,172494,539845.0,907196,1,2,1011
15,1,184015,588442.0,992869,3,3,1101
13,2,197550,453910.5,710271,3,1,1010
12,1,200029,375406.0,550783,2,1,1000
20,2,192585,530330.0,868075,3,2,1101
16,1,243510,461804.0,680098,4,1,1101
11,1,181716,382504.5,583293,2,1,0111
1,1,187095,450053.0,713011,2,1,0110
6,1,219225,425566.5,631908,2,1,0101
19,1,170526,485576.5,800627,2,1,0101
18,1,248218,385139.0,522060,1,2,1001
14,2,173197,513444.0,853691,5,1,0101
3,1,188716,356717.5,524719,2,3,1011
8,2,177777,388238.0,598699,4,1,0110
4,1,233041,501439.5,769838,3,1,1101
3,1,292953,582684.5,872416,5,2,1101
15,1,267892,566667.0,865442,3,2,1101
11,2,174296,409394.0,644492,3,1,1111
6,2,177002,395211.0,613420,4,1,0111
15,1,269079,460028.5,650978,5,1,1011
4,2,273742,460764.0,647786,1,1,0000
1,2,192156,530390.0,868624,4,1,0111
11,1,295393,645485.5,995578,1,2,1011
17,1,289526,560194.0,830862,3,2,1111
15,2,194455,551375.0,908295,2,1,1100
15,1,241472,530189.5,818907,1,1,1011
1,1,278579,544102.5,809626,1,3,0101
3,1,264534,402639.5,540745,1,1,1111
10,1,179122,476545.0,773968,5,1,0111
9,2,213719,400218.0,586717,5,3,1110
9,1,159254,381246.5,603239,1,2,1100
7,1,151460,461391.5,771323,5,1,1011
12,2,225165,430091.5,635018,4,2,1111
18,2,243569,503164.5,762760,2,3,1110
2,2,281069,494318.0,707567,1,3,1100
2,1,170948,443516.0,716084,4,1,0100
19,1,189940,473691.0,757442,5,1,0011
14,2,245889,488659.0,731429,4,3,0101
12,1,236125,415370.0,594615,2,2,0011
18,1,209989,571170.5,932352,1,3,1010
12,2,262012,425473.0,588934,2,3,0010
6,2,184209,460316.5,736424,4,1,0100
14,1,180485,476606.0,772727,4,3,0101
5,1,277613,459044.0,640475,3,2,0110
4,1,220768,574512.5,928257,4,1,1011
14,1,204904,483609.5,762315,3,2,1111
14,2,195244,399707.0,604170,2,3,1010
1,1,154406,472430.0,790454,4,1,0101
6,2,232488,463435.0,694382,1,1,1111
15,2,231088,613778.5,996469,2,2,0010
3,1,264936,607267.0,949598,2,3,0111
3,1,160174,354484.0,548794,2,3,1001
9,1,177665,468540.5,759416,3,1,0001
1,2,182893,452836.0,722779,1,2,0001
8,2,295180,538439.0,781698,5,1,1100
5,2,274276,408710.0,543144,4,2,1101
17,2,150070,470603.0,791136,2,3,0010
14,2,263208,445714.0,628220,4,3,1000
11,1,213705,451414.5,689124,5,3,0111
6,2,237912,530988.0,824064,5,1,0100
16,2,291270,623312.0,955354,3,2,1101
11,1,272313,416508.5,560704,2,1,1111
17,2,210498,370499.5,530501,3,3,0100
14,1,161435,388815.0,616195,1,1,1111
3,1,222723,427169.5,631616,1,1,0110
11,1,230902,559341.5,887781,5,3,1110
16,2,288861,573269.0,857677,2,2,1101
2,2,172927,568710.5,964494,3,1,1011
16,2,227617,427493.5,627370,4,3,1000
13,1,288881,574399.0,859917,3,2,0010
15,1,291846,608358.5,924871,5,2,1101
12,2,182197,489525.0,796853,5,3,1000
13,1,218264,601687.5,985111,5,1,1101
4,1,265065,544044.5,823024,5,3,1001
20,1,154308,565304.0,976300,3,1,1011
4,2,215262,397169.5,579077,4,2,0011
5,1,207538,474588.5,741639,2,1,1101
16,1,255128,620457.5,985787,4,3,1000
14,1,215569,595555.5,975542,4,1,0001
13,2,286614,437124.5,587635,3,1,1101
13,2,261819,412679.5,563540,3,1,0101
20,2,159835,573118.0,986401,1,3,0101
10,2,254975,446006.0,637037,1,1,1111
14,2,155943,458930.5,761918,4,3,0011
12,1,261436,437313.0,613190,2,2,1110
18,1,176625,432791.0,688957,5,2,0100
6,2,263860,552272.0,840684,3,1,1000
10,1,233279,405706.5,578134,2,3,0100
4,1,216479,597630.5,978782,3,3,1111
5,2,208657,540694.5,872732,4,3,1000
12,2,293939,466497.5,639056,1,3,1010
6,1,194470,576021.5,957573,3,3,0010
17,1,257095,537721.5,818348,2,1,0001
8,1,294926,525343.5,755761,2,2,0010
14,1,290214,578068.0,865922,2,3,0101
7,2,235267,511132.0,786997,2,1,0001
12,1,248484,387870.0,527256,1,1,0010
19,2,191673,470014.5,748356,5,2,0000
12,2,219394,479444.0,739494,1,3,0100
7,1,187342,519713.0,852084,5,2,0000
11,2,257532,386478.5,515425,5,1,0000
20,1,248598,477947.5,707297,5,3,1010
1,1,232551,483618.5,734686,2,2,1101
14,1,195291,373937.0,552583,1,3,1000
16,2,219744,374732.0,529720,1,3,1101
4,2,240286,606573.0,972860,5,1,1000
1,1,274404,451654.5,628905,4,1,1110
14,2,211651,475180.0,738709,2,1,1101
12,1,227190,463968.5,700747,5,1,1110
10,2,212962,472001.5,731041,5,3,0111
18,1,152768,526765.0,900762,1,3,1101
10,2,276436,511911.5,747387,5,1,0100
18,1,154290,542012.0,929734,5,3,0100
10,2,158381,557646.0,956911,2,1,1101
12,2,155997,345632.0,535267,2,3,0000
10,2,278280,467045.5,655811,3,2,0001
5,1,231560,405057.0,578554,5,1,1010
20,1,152918,560390.0,967862,3,2,0101
8,1,236817,463526.5,690236,1,3,0111
1,1,191121,398368.0,605615,1,2,1010
3,1,232241,486673.5,741106,5,2,1011
11,2,284589,503909.0,723229,5,2,1000
1,1,208291,449280.5,690270,3,1,1010
5,2,193573,465358.5,737144,4,3,0111
8,1,265717,511511.5,757306,3,1,1100
5,1,154086,526859.0,899632,1,3,1011
12,1,257860,609836.5,961813,3,3,0111
19,2,248029,596271.0,944513,2,2,1001
4,2,286034,641284.0,996534,2,2,1010
11,1,202201,449180.0,696159,2,1,0001
15,2,251124,497582.0,744040,5,3,1100
17,2,178548,542150.5,905753,4,1,1001
14,2,279417,522544.0,765671,1,3,0010
5,1,290602,514152.5,737703,5,2,1000
9,2,219957,588618.0,957279,3,2,1111
13,2,214416,551128.5,887841,2,2,0010
1,2,170149,417371.5,664594,4,2,0011
9,2,276470,577121.5,877773,4,1,1000
16,2,268104,476466.0,684828,5,2,0100
13,1,278761,587161.5,895562,2,1,1000
8,1,202076,358591.5,515107,3,1,1111
8,1,164785,391069.0,617353,3,1,1000
9,2,233801,414546.5,595292,5,2,1001
20,2,253888,509394.5,764901,1,1,1101
2,2,219641,521693.5,823746,3,1,0010
14,2,191804,400247.0,608690,2,2,0000
12,2,225015,549888.0,874761,1,2,1010
6,1,153883,528294.5,902706,4,3,0100
17,1,197973,505352.5,812732,4,2,0011
7,1,247682,475860.0,704038,3,2,1110
17,2,156686,379470.0,602254,4,1,0011
2,1,185857,402867.0,619877,4,3,0110
11,1,221434,509284.0,797134,3,1,1000
8,2,167769,399903.5,632038,3,1,0001
12,1,232609,584645.0,936681,1,2,1010
17,2,178491,570889.5,963288,3,3,1111
9,2,268511,422848.0,577185,1,1,1111
2,2,243331,591257.5,939184,1,2,0111
20,2,268650,472278.5,675907,1,3,0011
7,1,187019,588308.5,989598,4,3,0110
20,1,258137,528419.0,798701,2,3,1110
3,2,283028,469559.5,656091,5,1,1110
17,2,153204,496373.5,839543,2,3,1110
7,1,215525,386549.5,557574,1,3,0101
12,2,188319,410394.5,632470,4,3,1000
5,1,176970,373406.0,569842,3,2,0001
20,1,269081,391102.5,513124,4,3,1100
7,2,239916,457190.0,674464,3,3,0110
14,1,176330,357618.0,538906,3,3,1101
16,2,228569,568749.0,908929,2,2,0000
6,1,226460,515573.0,804686,3,1,0100
10,1,190194,558631.0,927068,3,3,0001
5,1,253607,502318.5,751030,1,1,0101
1,1,259314,611443.5,963573,1,3,1010
10,2,157275,355918.5,554562,3,1,0001
19,1,230187,568155.5,906124,3,2,0010
15,1,193290,388750.0,584210,1,1,0111
11,2,203582,414644.0,625706,4,1,1110
20,2,274307,454751.5,635196,5,2,1110
18,1,273488,456411.5,639335,2,3,0000
2,2,157569,500838.5,844108,4,3,1100
11,1,288840,400674.5,512509,4,3,1000
20,2,220768,560307.5,899847,3,2,1110
15,2,235963,560334.0,884705,4,2,1100
9,2,220715,573434.0,926153,5,3,0011
4,1,154409,510905.0,867401,4,1,0110
10,1,259888,512816.5,765745,2,1,0101
11,2,190058,367209.0,544360,4,1,0010
7,1,253551,597989.5,942428,5,2,0100
6,1,253099,620904.0,988709,5,2,0010
12,2,233210,582529.5,931849,2,1,0110
16,1,260352,533176.5,806001,5,1,1100
10,2,177078,469343.5,761609,1,1,1010
13,2,234047,613577.0,993107,5,3,0010
7,1,160753,461385.5,762018,5,1,1000
17,1,259202,608829.0,958456,3,2,1011
17,2,214393,596063.0,977733,3,2,1000
12,1,160424,547230.5,934037,3,2,0100
2,2,210138,580782.5,951427,2,1,0001
12,1,280490,506469.0,732448,1,1,1001
17,1,283816,463930.0,644044,4,3,1110
9,1,235359,415315.0,595271,3,2,1101
10,1,228231,536202.0,844173,4,2,1000
1,2,295844,456107.5,616371,5,3,1001
1,1,267022,557996.5,848971,5,3,0100
11,2,248002,517879.5,787757,1,3,0011
3,2,281516,418636.5,555757,5,1,1110
7,1,165378,363934.0,562490,4,2,0011
20,1,217478,599443.0,981408,5,2,1101
7,1,176005,537638.5,899272,3,1,1101
19,1,265291,508563.5,751836,4,2,0101
